branch,source,base,commit,status,endpoint,type,features,additions,deletions,old_path,path
origin/BY8359-JJYL,远端,origin/BY-Demo-H5V2-PC,7742830f1,M,h5-v2,页面,资金/充值/提现、个人中心/账户,64,44,,h5-v2/src/views/personal-center/child_modal/yeb/yeb copy.vue
origin/BY8359-JJYL,远端,origin/BY-Demo-H5V2-PC,7742830f1,M,h5-v2,页面,资金/充值/提现、个人中心/账户,84,57,,h5-v2/src/views/personal-center/child_modal/yeb/yeb.vue
origin/BY8359-JJYL,远端,origin/BY-Demo-H5V2-PC,7742830f1,M,h5-v2,页面,资金/充值/提现、个人中心/账户,47,29,,h5-v2/src/views/personal-center/child_modal/yeb/yeb_agreement.vue
origin/BY8359-JJYL,远端,origin/BY-Demo-H5V2-PC,7742830f1,M,h5-v2,页面,资金/充值/提现、个人中心/账户,21,16,,h5-v2/src/views/personal-center/child_modal/yeb/yeb_in.vue
origin/BY8359-JJYL,远端,origin/BY-Demo-H5V2-PC,7742830f1,M,h5-v2,页面,资金/充值/提现、个人中心/账户,17,17,,h5-v2/src/views/personal-center/child_modal/yeb/yeb_out.vue
origin/BY8359-JJYL,远端,origin/BY-Demo-H5V2-PC,7742830f1,M,h5-v2,页面,资金/充值/提现、个人中心/账户,8,8,,h5-v2/src/views/personal-center/child_modal/yeb/yeb_record.vue
origin/BY8359-JJYL,远端,origin/BY-Demo-H5V2-PC,7742830f1,M,h5-v2,页面,首页/导航/版面、个人中心/账户,12,26,,h5-v2/src/views/personal-center/index.vue
origin/BY8359-JJYL,远端,origin/BY-Demo-H5V2-PC,7742830f1,M,h5-v2,页面,个人中心/账户,29,52,,h5-v2/src/views/personal-center/personal-center.vue
origin/BY8359-JJYL,远端,origin/BY-Demo-H5V2-PC,7742830f1,M,h5-v2,页面,首页/导航/版面,16,16,,h5-v2/src/views/phone-valid/index.vue
origin/BY8359-JJYL,远端,origin/BY-Demo-H5V2-PC,7742830f1,M,h5-v2,页面,首页/导航/版面,8,10,,h5-v2/src/views/phone-valid/indexNew.vue
origin/BY8359-JJYL,远端,origin/BY-Demo-H5V2-PC,7742830f1,M,h5-v2,页面,彩票/投注/开奖,19,19,,h5-v2/src/views/prize-notice/historyList.vue
origin/BY8359-JJYL,远端,origin/BY-Demo-H5V2-PC,7742830f1,M,h5-v2,页面,彩票/投注/开奖,12,12,,h5-v2/src/views/prize-notice/prizeNotice.vue
origin/BY8359-JJYL,远端,origin/BY-Demo-H5V2-PC,7742830f1,M,h5-v2,页面,活动/红包/推广/下载,35,75,,h5-v2/src/views/redPacket/myRedPacket.vue
origin/BY8359-JJYL,远端,origin/BY-Demo-H5V2-PC,7742830f1,M,h5-v2,页面,活动/红包/推广/下载,13,26,,h5-v2/src/views/redPacket/order.vue
origin/BY8359-JJYL,远端,origin/BY-Demo-H5V2-PC,7742830f1,M,h5-v2,页面,活动/红包/推广/下载,13,13,,h5-v2/src/views/redPacket/redPacket.vue
origin/BY8359-JJYL,远端,origin/BY-Demo-H5V2-PC,7742830f1,M,h5-v2,页面,活动/红包/推广/下载,28,40,,h5-v2/src/views/redPacket/rule.vue
origin/BY8359-JJYL,远端,origin/BY-Demo-H5V2-PC,7742830f1,M,h5-v2,页面,活动/红包/推广/下载,5,5,,h5-v2/src/views/redPacketGame/components/roomItem.vue
origin/BY8359-JJYL,远端,origin/BY-Demo-H5V2-PC,7742830f1,M,h5-v2,页面,活动/红包/推广/下载,1,1,,h5-v2/src/views/redPacketGame/components/sweepMin.vue
origin/BY8359-JJYL,远端,origin/BY-Demo-H5V2-PC,7742830f1,M,h5-v2,页面,活动/红包/推广/下载、接口/状态/工具,3,3,,h5-v2/src/views/redPacketGame/mixins.js
origin/BY8359-JJYL,远端,origin/BY-Demo-H5V2-PC,7742830f1,M,h5-v2,页面,登录/注册/验证码,7,7,,h5-v2/src/views/register/gift-popup/popup.vue
origin/BY8359-JJYL,远端,origin/BY-Demo-H5V2-PC,7742830f1,M,h5-v2,页面,登录/注册/验证码、首页/导航/版面,3,3,,h5-v2/src/views/register/index.vue
origin/BY8359-JJYL,远端,origin/BY-Demo-H5V2-PC,7742830f1,M,h5-v2,页面,登录/注册/验证码,4,4,,h5-v2/src/views/register/reg-gift/reg-gift.vue
origin/BY8359-JJYL,远端,origin/BY-Demo-H5V2-PC,7742830f1,M,h5-v2,页面,登录/注册/验证码,3,3,,h5-v2/src/views/register/register.vue
origin/BY8359-JJYL,远端,origin/BY-Demo-H5V2-PC,7742830f1,M,h5-v2,页面,登录/注册/验证码、接口/状态/工具,56,56,,h5-v2/src/views/register/registerMixin.js
origin/BY8359-JJYL,远端,origin/BY-Demo-H5V2-PC,7742830f1,M,h5-v2,页面,彩票/投注/开奖,58,32,,h5-v2/src/views/trend/child_modal/share/ballDistr/ballDistr.vue
origin/BY8359-JJYL,远端,origin/BY-Demo-H5V2-PC,7742830f1,M,h5-v2,页面,彩票/投注/开奖,108,105,,h5-v2/src/views/trend/child_modal/share/baseTrend/baseTrend.js
origin/BY8359-JJYL,远端,origin/BY-Demo-H5V2-PC,7742830f1,M,h5-v2,页面,彩票/投注/开奖,55,62,,h5-v2/src/views/trend/child_modal/share/baseTrend/baseTrend.vue
origin/BY8359-JJYL,远端,origin/BY-Demo-H5V2-PC,7742830f1,M,h5-v2,页面,彩票/投注/开奖,13,36,,h5-v2/src/views/trend/child_modal/share/baseTrend/lineTable.vue
origin/BY8359-JJYL,远端,origin/BY-Demo-H5V2-PC,7742830f1,M,h5-v2,页面,首页/导航/版面、彩票/投注/开奖,6,6,,h5-v2/src/views/trend/child_modal/share/index.js
origin/BY8359-JJYL,远端,origin/BY-Demo-H5V2-PC,7742830f1,M,h5-v2,页面,彩票/投注/开奖,6,5,,h5-v2/src/views/trend/child_modal/share/loogDragon/loogDragon.vue
origin/BY8359-JJYL,远端,origin/BY-Demo-H5V2-PC,7742830f1,M,h5-v2,页面,彩票/投注/开奖,56,59,,h5-v2/src/views/trend/child_modal/share/page.vue
origin/BY8359-JJYL,远端,origin/BY-Demo-H5V2-PC,7742830f1,M,h5-v2,页面,彩票/投注/开奖,180,56,,h5-v2/src/views/trend/child_modal/share/prizeNum/prizeNum.vue
origin/BY8359-JJYL,远端,origin/BY-Demo-H5V2-PC,7742830f1,M,h5-v2,页面,彩票/投注/开奖,45,51,,h5-v2/src/views/trend/child_modal/share/share.vue
origin/BY8359-JJYL,远端,origin/BY-Demo-H5V2-PC,7742830f1,M,h5-v2,页面,彩票/投注/开奖,11,19,,h5-v2/src/views/trend/child_modal/share/twoSide/twoSide.vue
origin/BY8359-JJYL,远端,origin/BY-Demo-H5V2-PC,7742830f1,M,h5-v2,页面,彩票/投注/开奖,59,19,,h5-v2/src/views/trend/trend.vue
origin/BY8359-JJYL,远端,origin/BY-Demo-H5V2-PC,7742830f1,M,h5-v2,页面,首页/导航/版面、个人中心/账户,6,3,,h5-v2/src/views/vipInfo/index.vue
origin/BY8359-JJYL,远端,origin/BY-Demo-H5V2-PC,7742830f1,M,h5-v2,页面,首页/导航/版面,4,4,,h5-v2/src/views2/addpop/index.vue
origin/BY8359-JJYL,远端,origin/BY-Demo-H5V2-PC,7742830f1,M,h5-v2,页面,聊天室/私聊,12,12,,h5-v2/src/views2/chat/chatMain/components/chatGroup.vue
origin/BY8359-JJYL,远端,origin/BY-Demo-H5V2-PC,7742830f1,M,h5-v2,页面,聊天室/私聊,23,21,,h5-v2/src/views2/chat/chatMain/components/privateMsgList.vue
origin/BY8359-JJYL,远端,origin/BY-Demo-H5V2-PC,7742830f1,M,h5-v2,页面,代理/报表/团队、聊天室/私聊,5,5,,h5-v2/src/views2/chat/chatMain/components/team.vue
origin/BY8359-JJYL,远端,origin/BY-Demo-H5V2-PC,7742830f1,M,h5-v2,页面,首页/导航/版面、聊天室/私聊,33,27,,h5-v2/src/views2/chat/chatMain/index.vue
origin/BY8359-JJYL,远端,origin/BY-Demo-H5V2-PC,7742830f1,M,h5-v2,页面,未归类路径,11,17,,h5-v2/src/views2/game/components/searchPage.vue
origin/BY8359-JJYL,远端,origin/BY-Demo-H5V2-PC,7742830f1,M,h5-v2,页面,未归类路径,15,15,,h5-v2/src/views2/game/game.vue
origin/BY8359-JJYL,远端,origin/BY-Demo-H5V2-PC,7742830f1,M,h5-v2,页面,未归类路径,6,8,,h5-v2/src/views2/game/gameAllType.vue
origin/BY8359-JJYL,远端,origin/BY-Demo-H5V2-PC,7742830f1,M,h5-v2,页面,未归类路径,6,12,,h5-v2/src/views2/game/gameList.vue
origin/BY8359-JJYL,远端,origin/BY-Demo-H5V2-PC,7742830f1,M,h5-v2,页面,首页/导航/版面,12,12,,h5-v2/src/views2/home/asideRank.vue
origin/BY8359-JJYL,远端,origin/BY-Demo-H5V2-PC,7742830f1,M,h5-v2,页面,首页/导航/版面,3,3,,h5-v2/src/views2/home/banner.vue
origin/BY8359-JJYL,远端,origin/BY-Demo-H5V2-PC,7742830f1,M,h5-v2,页面,首页/导航/版面,5,5,,h5-v2/src/views2/home/fastNav.vue
origin/BY8359-JJYL,远端,origin/BY-Demo-H5V2-PC,7742830f1,M,h5-v2,页面,首页/导航/版面,7,7,,h5-v2/src/views2/home/gamesPlatForms.vue
origin/BY8359-JJYL,远端,origin/BY-Demo-H5V2-PC,7742830f1,M,h5-v2,页面,首页/导航/版面,18,18,,h5-v2/src/views2/home/go_app.vue
origin/BY8359-JJYL,远端,origin/BY-Demo-H5V2-PC,7742830f1,M,h5-v2,页面,首页/导航/版面,6,6,,h5-v2/src/views2/home/headLine.vue
origin/BY8359-JJYL,远端,origin/BY-Demo-H5V2-PC,7742830f1,M,h5-v2,页面,首页/导航/版面,8,8,,h5-v2/src/views2/home/header.vue
origin/BY8359-JJYL,远端,origin/BY-Demo-H5V2-PC,7742830f1,M,h5-v2,页面,首页/导航/版面,16,14,,h5-v2/src/views2/home/home.vue
origin/BY8359-JJYL,远端,origin/BY-Demo-H5V2-PC,7742830f1,M,h5-v2,页面,首页/导航/版面,9,9,,h5-v2/src/views2/home/hotlist.vue
origin/BY8359-JJYL,远端,origin/BY-Demo-H5V2-PC,7742830f1,M,h5-v2,页面,首页/导航/版面,53,27,,h5-v2/src/views2/home/newfastNav.vue
origin/BY8359-JJYL,远端,origin/BY-Demo-H5V2-PC,7742830f1,M,h5-v2,页面,首页/导航/版面、活动/红包/推广/下载,10,10,,h5-v2/src/views2/home/redPacket.vue
origin/BY8359-JJYL,远端,origin/BY-Demo-H5V2-PC,7742830f1,M,h5-v2,页面,首页/导航/版面,24,24,,h5-v2/src/views2/layout/layout.vue
origin/BY8359-JJYL,远端,origin/BY-Demo-H5V2-PC,7742830f1,M,h5-v2,页面,登录/注册/验证码,16,16,,h5-v2/src/views2/login/login.vue
origin/BY8359-JJYL,远端,origin/BY-Demo-H5V2-PC,7742830f1,M,h5-v2,页面,彩票/投注/开奖,19,19,,h5-v2/src/views2/lottery/components/games/games.vue
origin/BY8359-JJYL,远端,origin/BY-Demo-H5V2-PC,7742830f1,M,h5-v2,页面,彩票/投注/开奖,19,19,,h5-v2/src/views2/lottery/components/games/gamesForm.vue
origin/BY8359-JJYL,远端,origin/BY-Demo-H5V2-PC,7742830f1,M,h5-v2,页面,彩票/投注/开奖,1,2,,h5-v2/src/views2/lottery/components/lotterys/lotterys.vue
origin/BY8359-JJYL,远端,origin/BY-Demo-H5V2-PC,7742830f1,M,h5-v2,页面,彩票/投注/开奖,1,1,,h5-v2/src/views2/lottery/lottery.vue
origin/BY8359-JJYL,远端,origin/BY-Demo-H5V2-PC,7742830f1,M,h5-v2,页面,彩票/投注/开奖,12,12,,h5-v2/src/views2/lottery/lotteryType.vue
origin/BY8359-JJYL,远端,origin/BY-Demo-H5V2-PC,7742830f1,M,h5-v2,页面,彩票/投注/开奖、聊天室/私聊,5,5,,h5-v2/src/views2/lotteryHall/chatRoomEntry.vue
origin/BY8359-JJYL,远端,origin/BY-Demo-H5V2-PC,7742830f1,M,h5-v2,页面,首页/导航/版面、彩票/投注/开奖,2,2,,h5-v2/src/views2/lotteryHall/fastNav.vue
origin/BY8359-JJYL,远端,origin/BY-Demo-H5V2-PC,7742830f1,M,h5-v2,页面,首页/导航/版面、彩票/投注/开奖,8,8,,h5-v2/src/views2/lotteryHall/index.vue
origin/BY8359-JJYL,远端,origin/BY-Demo-H5V2-PC,7742830f1,M,h5-v2,页面,彩票/投注/开奖,34,12,,h5-v2/src/views2/lotteryHall/lottery.vue
origin/BY8359-JJYL,远端,origin/BY-Demo-H5V2-PC,7742830f1,M,h5-v2,页面,彩票/投注/开奖,16,27,,h5-v2/src/views2/lotteryHall/lotteryList.vue
origin/BY8359-JJYL,远端,origin/BY-Demo-H5V2-PC,7742830f1,M,h5-v2,页面,彩票/投注/开奖,22,19,,h5-v2/src/views2/lotteryHall/notice.vue
origin/BY8359-JJYL,远端,origin/BY-Demo-H5V2-PC,7742830f1,M,h5-v2,页面,个人中心/账户,134,56,,h5-v2/src/views2/personal-center/personal-center.vue
origin/BY8359-JJYL,远端,origin/BY-Demo-H5V2-PC,7742830f1,M,h5-v2,页面,登录/注册/验证码,2,2,,h5-v2/src/views2/register/register.vue
origin/BY8359-JJYL,远端,origin/BY-Demo-H5V2-PC,7742830f1,M,h5-v2,页面,活动/红包/推广/下载,21,13,,h5-v2/src/views3/active/active.vue
origin/BY8359-JJYL,远端,origin/BY-Demo-H5V2-PC,7742830f1,M,h5-v2,页面,资金/充值/提现,30,29,,h5-v2/src/views3/fund/components/CurrencyRate.vue
origin/BY8359-JJYL,远端,origin/BY-Demo-H5V2-PC,7742830f1,M,h5-v2,页面,资金/充值/提现,427,294,,h5-v2/src/views3/fund/components/withdrawal.vue
origin/BY8359-JJYL,远端,origin/BY-Demo-H5V2-PC,7742830f1,M,h5-v2,页面,首页/导航/版面、资金/充值/提现,37,13,,h5-v2/src/views3/fund/index.vue
origin/BY8359-JJYL,远端,origin/BY-Demo-H5V2-PC,7742830f1,M,h5-v2,页面,首页/导航/版面,18,18,,h5-v2/src/views3/home/home.vue
origin/BY8359-JJYL,远端,origin/BY-Demo-H5V2-PC,7742830f1,M,h5-v2,页面,首页/导航/版面,6,6,,h5-v2/src/views3/home/v4-home-header.vue
origin/BY8359-JJYL,远端,origin/BY-Demo-H5V2-PC,7742830f1,M,h5-v2,页面,首页/导航/版面,35,35,,h5-v2/src/views3/layout/index.vue
origin/BY8359-JJYL,远端,origin/BY-Demo-H5V2-PC,7742830f1,M,h5-v2,页面,登录/注册/验证码,1,1,,h5-v2/src/views3/login/login.vue
origin/BY8359-JJYL,远端,origin/BY-Demo-H5V2-PC,7742830f1,M,h5-v2,页面,首页/导航/版面,2,2,,h5-v2/src/views3/my-favorite/index.vue
origin/BY8359-JJYL,远端,origin/BY-Demo-H5V2-PC,7742830f1,M,h5-v2,页面,个人中心/账户,26,20,,h5-v2/src/views3/personal-center/personal-center.vue
origin/BY8359-JJYL,远端,origin/BY-Demo-H5V2-PC,7742830f1,M,h5-v2,页面,首页/导航/版面,2,2,,h5-v2/src/views3/recently-played/index.vue
origin/BY8359-JJYL,远端,origin/BY-Demo-H5V2-PC,7742830f1,M,h5-v2,页面,登录/注册/验证码,8,8,,h5-v2/src/views3/register/register.vue
origin/BY8359-JJYL,远端,origin/BY-Demo-H5V2-PC,7742830f1,M,h5-v2,页面,资金/充值/提现,27,11,,h5-v2/src/views4/fund/amountConversionInternational.vue
origin/BY8359-JJYL,远端,origin/BY-Demo-H5V2-PC,7742830f1,M,h5-v2,页面,资金/充值/提现,369,250,,h5-v2/src/views4/fund/components/withdrawal.vue
origin/BY8359-JJYL,远端,origin/BY-Demo-H5V2-PC,7742830f1,M,h5-v2,页面,资金/充值/提现,9,9,,h5-v2/src/views4/fund/conversion-record.vue
origin/BY8359-JJYL,远端,origin/BY-Demo-H5V2-PC,7742830f1,M,h5-v2,页面,首页/导航/版面,36,36,,h5-v2/src/views4/layout/index.vue
origin/BY8359-JJYL,远端,origin/BY-Demo-H5V2-PC,7742830f1,M,h5-v2,页面,活动/红包/推广/下载,21,13,,h5-v2/src/views5/active/active.vue
origin/BY8359-JJYL,远端,origin/BY-Demo-H5V2-PC,7742830f1,M,h5-v2,页面,首页/导航/版面,4,4,,h5-v2/src/views5/home/banner.vue
origin/BY8359-JJYL,远端,origin/BY-Demo-H5V2-PC,7742830f1,M,h5-v2,页面,首页/导航/版面,5,5,,h5-v2/src/views5/home/fastNav.vue
origin/BY8359-JJYL,远端,origin/BY-Demo-H5V2-PC,7742830f1,M,h5-v2,页面,首页/导航/版面,29,29,,h5-v2/src/views5/home/gamesPlatForms.vue
origin/BY8359-JJYL,远端,origin/BY-Demo-H5V2-PC,7742830f1,M,h5-v2,页面,首页/导航/版面,6,6,,h5-v2/src/views5/home/headLine.vue
origin/BY8359-JJYL,远端,origin/BY-Demo-H5V2-PC,7742830f1,M,h5-v2,页面,首页/导航/版面,8,8,,h5-v2/src/views5/home/header.vue
origin/BY8359-JJYL,远端,origin/BY-Demo-H5V2-PC,7742830f1,M,h5-v2,页面,首页/导航/版面,13,11,,h5-v2/src/views5/home/home.vue
origin/BY8359-JJYL,远端,origin/BY-Demo-H5V2-PC,7742830f1,M,h5-v2,页面,首页/导航/版面、活动/红包/推广/下载,10,10,,h5-v2/src/views5/home/redPacket.vue
origin/BY8359-JJYL,远端,origin/BY-Demo-H5V2-PC,7742830f1,M,h5-v2,页面,首页/导航/版面,16,16,,h5-v2/src/views5/layout/layout.vue
origin/BY8359-JJYL,远端,origin/BY-Demo-H5V2-PC,7742830f1,M,h5-v2,页面,登录/注册/验证码,1,1,,h5-v2/src/views5/login/login.vue
origin/BY8359-JJYL,远端,origin/BY-Demo-H5V2-PC,7742830f1,M,h5-v2,页面,登录/注册/验证码,8,8,,h5-v2/src/views5/register/register.vue
origin/BY8359-JJYL,远端,origin/BY-Demo-H5V2-PC,7742830f1,M,h5-v2,页面,活动/红包/推广/下载,14,14,,h5-v2/src/views6/active/active.vue
origin/BY8359-JJYL,远端,origin/BY-Demo-H5V2-PC,7742830f1,M,h5-v2,页面,首页/导航/版面,4,4,,h5-v2/src/views6/home/banner.vue
origin/BY8359-JJYL,远端,origin/BY-Demo-H5V2-PC,7742830f1,M,h5-v2,页面,首页/导航/版面,71,31,,h5-v2/src/views6/home/fastNav.vue
origin/BY8359-JJYL,远端,origin/BY-Demo-H5V2-PC,7742830f1,M,h5-v2,页面,首页/导航/版面,20,16,,h5-v2/src/views6/home/gamels/cplist.vue
origin/BY8359-JJYL,远端,origin/BY-Demo-H5V2-PC,7742830f1,M,h5-v2,页面,首页/导航/版面,17,10,,h5-v2/src/views6/home/gamels/index.vue
origin/BY8359-JJYL,远端,origin/BY-Demo-H5V2-PC,7742830f1,M,h5-v2,页面,首页/导航/版面,42,33,,h5-v2/src/views6/home/gamels/otherlist.vue
origin/BY8359-JJYL,远端,origin/BY-Demo-H5V2-PC,7742830f1,M,h5-v2,页面,首页/导航/版面,33,25,,h5-v2/src/views6/home/gamels/rmlist.vue
origin/BY8359-JJYL,远端,origin/BY-Demo-H5V2-PC,7742830f1,M,h5-v2,页面,首页/导航/版面,8,8,,h5-v2/src/views6/home/go_app.vue
origin/BY8359-JJYL,远端,origin/BY-Demo-H5V2-PC,7742830f1,M,h5-v2,页面,首页/导航/版面,6,6,,h5-v2/src/views6/home/headLine.vue
origin/BY8359-JJYL,远端,origin/BY-Demo-H5V2-PC,7742830f1,M,h5-v2,页面,首页/导航/版面,7,7,,h5-v2/src/views6/home/header.vue
origin/BY8359-JJYL,远端,origin/BY-Demo-H5V2-PC,7742830f1,M,h5-v2,页面,首页/导航/版面,15,13,,h5-v2/src/views6/home/home.vue
origin/BY8359-JJYL,远端,origin/BY-Demo-H5V2-PC,7742830f1,M,h5-v2,页面,首页/导航/版面、活动/红包/推广/下载,10,10,,h5-v2/src/views6/home/redPacket.vue
origin/BY8359-JJYL,远端,origin/BY-Demo-H5V2-PC,7742830f1,M,h5-v2,页面,首页/导航/版面,16,13,,h5-v2/src/views6/hotGameList/index.vue
origin/BY8359-JJYL,远端,origin/BY-Demo-H5V2-PC,7742830f1,M,h5-v2,页面,首页/导航/版面,59,44,,h5-v2/src/views6/layout/layout.vue
origin/BY8359-JJYL,远端,origin/BY-Demo-H5V2-PC,7742830f1,M,h5-v2,页面,登录/注册/验证码,1,1,,h5-v2/src/views6/login/login.vue
origin/BY8359-JJYL,远端,origin/BY-Demo-H5V2-PC,7742830f1,M,h5-v2,页面,彩票/投注/开奖、聊天室/私聊,5,5,,h5-v2/src/views6/lotteryHall/chatRoomEntry.vue
origin/BY8359-JJYL,远端,origin/BY-Demo-H5V2-PC,7742830f1,M,h5-v2,页面,首页/导航/版面、彩票/投注/开奖,2,2,,h5-v2/src/views6/lotteryHall/fastNav.vue
origin/BY8359-JJYL,远端,origin/BY-Demo-H5V2-PC,7742830f1,M,h5-v2,页面,首页/导航/版面、彩票/投注/开奖,6,6,,h5-v2/src/views6/lotteryHall/index.vue
origin/BY8359-JJYL,远端,origin/BY-Demo-H5V2-PC,7742830f1,M,h5-v2,页面,彩票/投注/开奖,39,32,,h5-v2/src/views6/lotteryHall/lottery.vue
origin/BY8359-JJYL,远端,origin/BY-Demo-H5V2-PC,7742830f1,M,h5-v2,页面,彩票/投注/开奖,14,25,,h5-v2/src/views6/lotteryHall/lotteryList.vue
origin/BY8359-JJYL,远端,origin/BY-Demo-H5V2-PC,7742830f1,M,h5-v2,页面,彩票/投注/开奖,22,20,,h5-v2/src/views6/lotteryHall/notice.vue
origin/BY8359-JJYL,远端,origin/BY-Demo-H5V2-PC,7742830f1,M,h5-v2,页面,个人中心/账户,32,29,,h5-v2/src/views6/personal-center/personal-center.vue
origin/BY8359-JJYL,远端,origin/BY-Demo-H5V2-PC,7742830f1,M,h5-v2,页面,登录/注册/验证码,9,11,,h5-v2/src/views6/register/register.vue
origin/BY8359-JJYL,远端,origin/BY-Demo-H5V2-PC,7742830f1,M,h5-v2,页面,活动/红包/推广/下载,20,20,,h5-v2/src/views7/active/active.vue
origin/BY8359-JJYL,远端,origin/BY-Demo-H5V2-PC,7742830f1,M,h5-v2,页面,活动/红包/推广/下载,8,9,,h5-v2/src/views7/active/bcyl.vue
origin/BY8359-JJYL,远端,origin/BY-Demo-H5V2-PC,7742830f1,M,h5-v2,页面,首页/导航/版面、活动/红包/推广/下载,7,8,,h5-v2/src/views7/active/index.vue
origin/BY8359-JJYL,远端,origin/BY-Demo-H5V2-PC,7742830f1,M,h5-v2,页面,活动/红包/推广/下载,36,18,,h5-v2/src/views7/active/mission.vue
origin/BY8359-JJYL,远端,origin/BY-Demo-H5V2-PC,7742830f1,M,h5-v2,页面,活动/红包/推广/下载,14,14,,h5-v2/src/views7/active/organization.vue
origin/BY8359-JJYL,远端,origin/BY-Demo-H5V2-PC,7742830f1,M,h5-v2,页面,首页/导航/版面,4,4,,h5-v2/src/views7/home/banner.vue
origin/BY8359-JJYL,远端,origin/BY-Demo-H5V2-PC,7742830f1,M,h5-v2,页面,首页/导航/版面,24,17,,h5-v2/src/views7/home/fastNav.vue
origin/BY8359-JJYL,远端,origin/BY-Demo-H5V2-PC,7742830f1,M,h5-v2,页面,首页/导航/版面,20,16,,h5-v2/src/views7/home/gamels/cplist.vue
origin/BY8359-JJYL,远端,origin/BY-Demo-H5V2-PC,7742830f1,M,h5-v2,页面,首页/导航/版面,7,7,,h5-v2/src/views7/home/gamels/index.vue
origin/BY8359-JJYL,远端,origin/BY-Demo-H5V2-PC,7742830f1,M,h5-v2,页面,首页/导航/版面,42,33,,h5-v2/src/views7/home/gamels/otherlist.vue
origin/BY8359-JJYL,远端,origin/BY-Demo-H5V2-PC,7742830f1,M,h5-v2,页面,首页/导航/版面,7,8,,h5-v2/src/views7/home/gamels/rmlist.vue
origin/BY8359-JJYL,远端,origin/BY-Demo-H5V2-PC,7742830f1,M,h5-v2,页面,首页/导航/版面,9,9,,h5-v2/src/views7/home/go_app.vue
origin/BY8359-JJYL,远端,origin/BY-Demo-H5V2-PC,7742830f1,M,h5-v2,页面,首页/导航/版面,12,7,,h5-v2/src/views7/home/headLine.vue
origin/BY8359-JJYL,远端,origin/BY-Demo-H5V2-PC,7742830f1,M,h5-v2,页面,首页/导航/版面,7,7,,h5-v2/src/views7/home/header.vue
origin/BY8359-JJYL,远端,origin/BY-Demo-H5V2-PC,7742830f1,M,h5-v2,页面,首页/导航/版面,15,13,,h5-v2/src/views7/home/home.vue
origin/BY8359-JJYL,远端,origin/BY-Demo-H5V2-PC,7742830f1,M,h5-v2,页面,首页/导航/版面、活动/红包/推广/下载,10,10,,h5-v2/src/views7/home/redPacket.vue
